TIME, N1_UZ, N1_AZ, N7_UZ, N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
0.426, 1.91578077E-04, -0.903195192, 4.893713014E-06, -1.021464503E-02,8.52,0.5199999999999996,45000.0,45000.0
0.428, 1.830574835E-04, 2.71728328, 9.432280105E-06, 0.145519945,8.56,0.5600000000000005,45000.0,45000.0
0.43, 1.845310086E-04, 2.27986232, 1.445691393E-05, 9.751688666E-02,8.6,0.5999999999999996,45000.0,45000.0
0.432, 1.882091758E-04, -1.17755113, 1.938941096E-05, -0.1435839,8.64,0.6400000000000006,45000.0,45000.0
0.434, 1.852071774E-04, -2.1625832, 2.337482988E-05, -0.329957868,8.68,0.6799999999999997,45000.0,45000.0
0.436, 1.760745679E-04, -0.902727398, 2.619736439E-05, -0.251488234,8.72,0.7200000000000006,45000.0,45000.0
0.438, 1.680556371E-04, 1.45954443, 2.851027808E-05, -3.322556684E-03,8.76,0.7599999999999998,45000.0,45000.0
0.44, 1.68964831E-04, 3.00455999, 3.103746131E-05, 0.110461027,8.8,0.8000000000000007,45000.0,45000.0
0.442, 1.801655548E-04, 2.14122334, 3.367293408E-05, -5.631294134E-02,8.84,0.8399999999999999,45000.0,45000.0
0.444, 1.992753085E-04, 1.81326035, 3.556124132E-05, -0.317270744,8.88,0.8800000000000008,45000.0,45000.0
0.446, 2.232819322E-04, 0.635226346, 3.603701114E-05, -0.389001742,8.92,0.9199999999999999,45000.0,45000.0
0.448, 2.459355471E-04, -1.31176236, 3.528596077E-05, -0.224410502,8.96,0.9600000000000009,45000.0,45000.0
0.45, 2.666111222E-04, 0.322684766, 3.40115574E-05, -3.726444965E-02,9.0,1.0,45000.0,45000.0
0.452, 2.921350468E-04, 2.10154296, 3.259393337E-05, -3.434283821E-02,9.040000000000001,1.040000000000001,45000.0,45000.0
0.454, 3.243516233E-04, 1.24479626, 3.069762826E-05, -0.204996391,9.08,1.08,45000.0,45000.0
