TIME,N1_UZ,N1_AZ,N2_UZ,N2_AZ,N3_UZ,N3_AZ,N4_UZ,N4_AZ,N5_UZ,N5_AZ,N6_UZ,N6_AZ,N7_UZ,N7_AZ,front_wheel_pos,rear_wheel_pos,front_axle_wt,rear_axle_wt
4.E-02,-7.185880163E-05,0.981158533,3.737916551E-06,0.146461205,2.10978982E-07,-2.286497279E-02,9.538213871E-07,-0.121143881,6.850156708E-08,-2.3517191E-02,2.388339486E-09,-1.387383784E-03,5.2596762E-10,-1.054359502E-04,1.6,0.0,50000.0,0.0
4.1E-02,-7.295756888E-05,0.654949419,3.444201935E-06,-3.311593877E-02,7.811068085E-07,-5.3244117E-02,9.005341157E-07,-0.14644559,2.967613549E-08,-3.107813306E-02,-4.353441993E-10,-2.089202393E-03,4.265008297E-10,-1.236563532E-05,1.6400000000000001,0.0,50000.0,0.0
4.2E-02,-7.396363192E-05,-0.469541341,3.087496627E-06,-9.286974259E-02,1.300746466E-06,-4.773203243E-02,6.999146533E-07,-0.148219108,-4.104174498E-08,-3.270686186E-02,-5.525627782E-09,-2.444005168E-03,2.79657587E-10,-8.238365529E-05,1.6800000000000002,0.0,50000.0,0.0
4.3E-02,-7.56932781E-05,-0.977639872,2.744215463E-06,0.1197155,1.750642763E-06,-9.175364696E-02,3.648035812E-07,-0.120764524,-1.407770853E-07,-2.532818565E-02,-1.284591601E-08,-2.016015893E-03,1.098688852E-11,-1.612745791E-04,1.7199999999999998,0.0,50000.0,0.0
4.4E-02,-7.804820403E-05,-0.272935018,2.61963532E-06,0.317689382,2.073624958E-06,-0.162074926,-6.237473039E-08,-6.337029067E-02,-2.568557756E-07,-7.358651078E-03,-2.139774155E-08,-4.470754364E-04,-3.230618952E-10,3.051496575E-05,1.7599999999999998,0.0,50000.0,0.0
4.5E-02,-8.023913159E-05,0.600942651,2.782936038E-06,0.258075933,2.233412641E-06,-0.164315422,-5.180666014E-07,6.343196386E-03,-3.666117658E-07,2.000395287E-02,-2.890459451E-08,2.537001957E-03,-5.211376952E-10,2.414339026E-04,1.7999999999999998,0.0,50000.0,0.0
4.6E-02,-8.200153672E-05,0.256121698,3.107456225E-06,6.436280124E-02,2.251387693E-06,-0.11930971,-9.390006135E-07,6.317281627E-02,-4.403940967E-07,5.194334887E-02,-3.174803098E-08,6.789817898E-03,-4.10768884E-10,3.754543796E-04,1.8399999999999999,0.0,50000.0,0.0
4.7E-02,-8.394995407E-05,-0.628151878,3.460905837E-06,-6.506793617E-03,2.147672763E-06,-0.124069149,-1.278270866E-06,0.100154906,-4.477233643E-07,8.096286661E-02,-2.542676401E-08,1.153958953E-02,2.526387893E-10,7.306187924E-04,1.88,0.0,50000.0,0.0
4.8E-02,-8.659430338E-05,-0.763724956,3.853893297E-06,8.558124285E-02,1.903261557E-06,-0.157323781,-1.504664428E-06,0.125598561,-3.654734603E-07,9.819568111E-02,-5.67252328E-09,1.532638128E-02,1.850727302E-09,1.138746038E-03,1.92,0.0,50000.0,0.0
4.9E-02,-8.971242108E-05,-0.183816854,4.372397819E-06,0.165454404,1.519054589E-06,-0.12226906,-1.599854115E-06,0.136809457,-1.860728201E-07,9.610606907E-02,2.98634508E-08,1.62371338E-02,4.610802572E-09,1.185233339E-03,1.96,0.0,50000.0,0.0
